country,iso3c,date,SPI.DIM2.1.INDEX,SPI.DIM2.2.INDEX,SPI.DIM2.4.INDEX,SPI.DIM3.1.INDEX,SPI.DIM3.2.INDEX,SPI.DIM3.3.INDEX,SPI.DIM3.4.INDEX,income,region,population
Togo,TGO,2008,,,,0.583666667,0.589833333,1,0.5415,Low income,Sub-Saharan Africa,6083420
Tonga,TON,2008,,,,0.288833333,0.4375,1,0.5555,Upper middle income,East Asia & Pacific,103379
Trinidad and Tobago,TTO,2008,,,,0.550166667,0.524833333,1,0.5635,High income,Latin America & Caribbean,1314443
Tunisia,TUN,2008,,,,0.728166667,0.579166667,1,0.5395,Lower middle income,Middle East & North Africa,10414433
Turkey,TUR,2008,,,,0.749666667,0.590833333,1,0.667,Upper middle income,Europe & Central Asia,70418604
Turkmenistan,TKM,2008,,,,0.457,0.372,0.5,0.261,Upper middle income,Europe & Central Asia,4935767
Turks and Caicos Islands,TCA,2008,,,,0.0475,0.227666667,0.25,0.097,High income,Latin America & Caribbean,31202
Tuvalu,TUV,2008,,,,0.424166667,0.351166667,0.3335,0.3165,Upper middle income,East Asia & Pacific,10314
Uganda,UGA,2008,,,,0.6795,0.502833333,1,0.646,Low income,Sub-Saharan Africa,30431736
Ukraine,UKR,2008,,,,0.7235,0.4,1,0.7015,Lower middle income,Europe & Central Asia,46258189
United Arab Emirates,ARE,2008,,,,0.316833333,0.3375,0.1665,0.2775,High income,Middle East & North Africa,7089487
United Kingdom,GBR,2008,1,,,0.545333333,0.425833333,1,0.254,High income,Europe & Central Asia,61806995
United States,USA,2008,1,,,0.5505,0.4035,0.5,0.4925,High income,North America,304093966
Uruguay,URY,2008,,,,0.738166667,0.578333333,0.9165,0.4925,High income,Latin America & Caribbean,3340221
Uzbekistan,UZB,2008,,,,0.468,0.416666667,0.5,0.444,Lower middle income,Europe & Central Asia,27302800
Vanuatu,VUT,2008,,,,0.421666667,0.4375,1,0.4445,Lower middle income,East Asia & Pacific,224704
"Venezuela, RB",VEN,2008,,,,0.594166667,0.576,1,0.6115,Upper middle income,Latin America & Caribbean,27635832
Vietnam,VNM,2008,,,,0.596166667,0.534333333,1,0.5235,Lower middle income,East Asia & Pacific,86243413
Virgin Islands (U.S.),VIR,2008,,,,0.009833333,0.170833333,0.25,0.0555,High income,Latin America & Caribbean,108399
West Bank and Gaza,PSE,2008,,,,0.5645,0.437166667,1,0.3055,Lower middle income,Middle East & North Africa,3591977
"Yemen, Rep.",YEM,2008,,,,0.569,0.483166667,1,0.361,Low income,Middle East & North Africa,21892146
Zambia,ZMB,2008,,,,0.582333333,0.619,1,0.579,Lower middle income,Sub-Saharan Africa,12848530
Zimbabwe,ZWE,2008,,,,0.5095,0.4635,0.5,0.333,Lower middle income,Sub-Saharan Africa,12379549
Afghanistan,AFG,2007,,,,0.459333333,0.481833333,0.5,0.5075,Low income,South Asia,27100536
Albania,ALB,2007,,,,0.754833333,0.601,1,0.646,Upper middle income,Europe & Central Asia,2970017
Algeria,DZA,2007,,,,0.5475,0.6135,0.5,0.595,Lower middle income,Middle East & North Africa,34166972
American Samoa,ASM,2007,,,,0.103,0.191666667,0.3335,0.097,Upper middle income,East Asia & Pacific,58365
Andorra,AND,2007,,,,0.222666667,0.158333333,0.3335,0.278,High income,Europe & Central Asia,82684
Angola,AGO,2007,,,,0.510833333,0.651,1,0.5345,Lower middle income,Sub-Saharan Africa,20905363
Antigua and Barbuda,ATG,2007,,,,0.3515,0.55,0.9165,0.452,High income,Latin America & Caribbean,84026
Argentina,ARG,2007,,,,0.7735,0.746833333,1,0.653,Upper middle income,Latin America & Caribbean,39684295
Armenia,ARM,2007,,,,0.703833333,0.542,0.5,0.653,Upper middle income,Europe & Central Asia,2932618
Aruba,ABW,2007,,,,0.116833333,0.233333333,0.25,0.222,High income,Latin America & Caribbean,101222
Australia,AUS,2007,1,,,0.632,0.476,0.5,0.4445,High income,East Asia & Pacific,20827600
Austria,AUT,2007,1,,,0.564,0.608166667,1,0.421,High income,Europe & Central Asia,8295487
Azerbaijan,AZE,2007,,,,0.735833333,0.572166667,0.5,0.6615,Upper middle income,Europe & Central Asia,8581300
"Bahamas, The",BHS,2007,,,,0.279166667,0.445833333,0.25,0.365,High income,Latin America & Caribbean,337389
Bahrain,BHR,2007,,,,0.469,0.508333333,0.25,0.381,High income,Middle East & North Africa,1035919
Bangladesh,BGD,2007,,,,0.677666667,0.560666667,0.5,0.653,Lower middle income,South Asia,142660376
Barbados,BRB,2007,,,,0.528833333,0.591666667,0.9165,0.5075,High income,Latin America & Caribbean,278700
Belarus,BLR,2007,,,,0.683,0.487166667,0.4165,0.5905,Upper middle income,Europe & Central Asia,9560953
Belgium,BEL,2007,1,,,0.589,0.506333333,0.5,0.421,High income,Europe & Central Asia,10625700
Belize,BLZ,2007,,,,0.526333333,0.6045,1,0.6505,Upper middle income,Latin America & Caribbean,299025
Benin,BEN,2007,,,,0.502666667,0.558666667,0.4165,0.6505,Lower middle income,Sub-Saharan Africa,8454793
Bermuda,BMU,2007,,,,0.14,0.1375,0.25,0.211,High income,North America,64888
Bhutan,BTN,2007,,,,0.646333333,0.6045,1,0.486,Lower middle income,South Asia,664876
Bolivia,BOL,2007,,,,0.673,0.695833333,1,0.7065,Lower middle income,Latin America & Caribbean,9558439
Bosnia and Herzegovina,BIH,2007,,,,0.664333333,0.532,0.5,0.635,Upper middle income,Europe & Central Asia,3762786
Botswana,BWA,2007,,,,0.605666667,0.540666667,0.5,0.522,Upper middle income,Sub-Saharan Africa,1875459
Brazil,BRA,2007,,,,0.768833333,0.7135,1,0.6505,Upper middle income,Latin America & Caribbean,190130443
British Virgin Islands,VGB,2007,,,,0.116833333,0.266666667,0.25,0.101,High income,Latin America & Caribbean,25047
Brunei Darussalam,BRN,2007,,,,0.287666667,0.4745,0.3335,0.2775,High income,East Asia & Pacific,374965
Bulgaria,BGR,2007,,,,0.645833333,0.484333333,0.8335,0.548,Upper middle income,Europe & Central Asia,7545338
Burkina Faso,BFA,2007,,,,0.545166667,0.586166667,1,0.7065,Low income,Sub-Saharan Africa,14252021
Burundi,BDI,2007,,,,0.4975,0.502666667,0.5,0.522,Low income,Sub-Saharan Africa,7862214
Cabo Verde,CPV,2007,,,,0.619833333,0.481833333,0.5,0.4445,Lower middle income,Sub-Saharan Africa,475060
Cambodia,KHM,2007,,,,0.666,0.645833333,1,0.595,Lower middle income,East Asia & Pacific,13679962
Cameroon,CMR,2007,,,,0.6335,0.690333333,1,0.4665,Lower middle income,Sub-Saharan Africa,18730282
Canada,CAN,2007,1,,,0.516166667,0.4785,0.5,0.4925,High income,North America,32889025
Cayman Islands,CYM,2007,,,,0.0885,0.233333333,0.25,0.1565,High income,Latin America & Caribbean,52280
Central African Republic,CAF,2007,,,,0.4145,0.481833333,0.5,0.311,Low income,Sub-Saharan Africa,4198010
Chad,TCD,2007,,,,0.433833333,0.38,0.5,0.311,Low income,Sub-Saharan Africa,10818024
Channel Islands,CHI,2007,,,,,,,,High income,Europe & Central Asia,154636
Chile,CHL,2007,1,,,0.719833333,0.648666667,1,0.5635,High income,Latin America & Caribbean,16530195
China,CHN,2007,,,,0.526,0.416666667,0.5,0.5395,Upper middle income,East Asia & Pacific,1317885000
Colombia,COL,2007,,,,0.703833333,0.579166667,1,0.762,Upper middle income,Latin America & Caribbean,43737512
Comoros,COM,2007,,,,0.444833333,0.508333333,1,0.411,Lower middle income,Sub-Saharan Africa,641620
"Congo, Dem. Rep.",COD,2007,,,,0.569166667,0.488833333,0.5,0.5415,Low income,Sub-Saharan Africa,58453683
"Congo, Rep.",COG,2007,,,,0.619666667,0.434666667,0.5,0.411,Lower middle income,Sub-Saharan Africa,3876119
Costa Rica,CRI,2007,,,,0.651,0.630166667,1,0.7065,Upper middle income,Latin America & Caribbean,4404628
Cote d'Ivoire,CIV,2007,,,,0.539166667,0.529166667,1,0.595,Lower middle income,Sub-Saharan Africa,19171237
Croatia,HRV,2007,,,,0.6125,0.429166667,0.5,0.4765,High income,Europe & Central Asia,4310217
Cuba,CUB,2007,,,,0.486666667,0.458333333,0.5,0.3485,Upper middle income,Latin America & Caribbean,11251122
Curacao,CUW,2007,,,,0.041666667,0.245833333,0.25,0.0555,High income,Latin America & Caribbean,144056
Cyprus,CYP,2007,,,,0.547666667,0.476,0.8335,0.3495,High income,Europe & Central Asia,1063713
Czech Republic,CZE,2007,1,,,0.559166667,0.374,0.3335,0.421,High income,Europe & Central Asia,10298828
Denmark,DNK,2007,1,,,0.567333333,0.374,0.4165,0.421,High income,Europe & Central Asia,5461438
Djibouti,DJI,2007,,,,0.420833333,0.463333333,0.8335,0.522,Lower middle income,Middle East & North Africa,805451
Dominica,DMA,2007,,,,0.404,0.441166667,0.9165,0.595,Upper middle income,Latin America & Caribbean,70795
Dominican Republic,DOM,2007,,,,0.670333333,0.532833333,0.5,0.6505,Upper middle income,Latin America & Caribbean,9338861
Ecuador,ECU,2007,,,,0.791333333,0.685666667,1,0.6115,Upper middle income,Latin America & Caribbean,14296557
"Egypt, Arab Rep.",EGY,2007,,,,0.671166667,0.593,1,0.6505,Lower middle income,Middle East & North Africa,78232126
El Salvador,SLV,2007,,,,0.7015,0.583333333,1,0.762,Lower middle income,Latin America & Caribbean,6105810
Equatorial Guinea,GNQ,2007,,,,0.444,0.391166667,0.5,0.261,Upper middle income,Sub-Saharan Africa,821687
Eritrea,ERI,2007,,,,0.410333333,0.375,0.5,0.2475,Low income,Sub-Saharan Africa,2996536
Estonia,EST,2007,1,,,0.566166667,0.476,0.75,0.2935,High income,Europe & Central Asia,1340680
Eswatini,SWZ,2007,,,,0.6395,0.459666667,1,0.486,Lower middle income,Sub-Saharan Africa,1042652
Ethiopia,ETH,2007,,,,0.725833333,0.593,1,0.5395,Low income,Sub-Saharan Africa,80674348
Faroe Islands,FRO,2007,,,,0.075333333,0.066666667,0.25,0.1055,High income,Europe & Central Asia,47825
Fiji,FJI,2007,,,,0.584333333,0.510166667,1,0.522,Upper middle income,East Asia & Pacific,836190
Finland,FIN,2007,1,,,0.6125,0.483333333,1,0.421,High income,Europe & Central Asia,5288720
France,FRA,2007,1,,,0.567333333,0.411166667,0.5,0.3095,High income,Europe & Central Asia,64016225
French Polynesia,PYF,2007,,,,0.113,0.241666667,0.8335,0.111,High income,East Asia & Pacific,262721
Gabon,GAB,2007,,,,0.428,0.434666667,0.4165,0.4445,Upper middle income,Sub-Saharan Africa,1472575
"Gambia, The",GMB,2007,,,,0.492833333,0.4875,0.9165,0.5415,Low income,Sub-Saharan Africa,1639848
Georgia,GEO,2007,,,,0.674833333,0.5305,0.5,0.7065,Upper middle income,Europe & Central Asia,3860158
Germany,DEU,2007,1,,,0.577833333,0.383333333,0.5,0.421,High income,Europe & Central Asia,82266372
Ghana,GHA,2007,,,,0.575,0.4555,0.5,0.7065,Lower middle income,Sub-Saharan Africa,22963946
Gibraltar,GIB,2007,,,,0.083333333,0.0875,0.0835,0.0555,High income,Europe & Central Asia,33517
Greece,GRC,2007,1,,,0.538333333,0.383333333,0.5,0.421,High income,Europe & Central Asia,11048473
Greenland,GRL,2007,,,,0.103,0.125,0.3335,0.0555,High income,Europe & Central Asia,56555
Grenada,GRD,2007,,,,0.471833333,0.469,1,0.6505,Upper middle income,Latin America & Caribbean,105190
Guam,GUM,2007,,,,0.103,0.225,0.25,0.101,High income,East Asia & Pacific,158847
Guatemala,GTM,2007,,,,0.6805,0.6375,1,0.653,Upper middle income,Latin America & Caribbean,13477017
Guinea,GIN,2007,,,,0.483166667,0.4355,0.5,0.522,Low income,Sub-Saharan Africa,9518162
Guinea-Bissau,GNB,2007,,,,0.390666667,0.376333333,0.4165,0.4665,Low income,Sub-Saharan Africa,1411543
Guyana,GUY,2007,,,,0.5235,0.509666667,0.8335,0.5505,Upper middle income,Latin America & Caribbean,746474
Haiti,HTI,2007,,,,0.447333333,0.413833333,0.5,0.4665,Low income,Latin America & Caribbean,9495328
Honduras,HND,2007,,,,0.651,0.627833333,1,0.653,Lower middle income,Latin America & Caribbean,7808518
"Hong Kong SAR, China",HKG,2007,,,,0.210166667,0.222666667,0.3335,0.4365,High income,East Asia & Pacific,6916300
Hungary,HUN,2007,1,,,0.557,0.374,0.3335,0.421,High income,Europe & Central Asia,10055780
Iceland,ISL,2007,1,,,0.480166667,0.367333333,0.3335,0.4365,High income,Europe & Central Asia,311566
India,IND,2007,,,,0.654166667,0.509666667,0.5,0.6505,Lower middle income,South Asia,1183209472
Indonesia,IDN,2007,,,,0.604833333,0.551333333,1,0.6505,Upper middle income,East Asia & Pacific,232374245
"Iran, Islamic Rep.",IRN,2007,,,,0.664333333,0.559666667,1,0.486,Upper middle income,Middle East & North Africa,71336475
Iraq,IRQ,2007,,,,0.700166667,0.583333333,1,0.311,Upper middle income,Middle East & North Africa,27911248
Ireland,IRL,2007,1,,,0.525166667,0.411166667,0.5,0.365,High income,Europe & Central Asia,4398942
Isle of Man,IMN,2007,,,,0.027833333,0.1,0.0835,0.111,High income,Europe & Central Asia,82408
Israel,ISR,2007,1,,,0.500166667,0.334666667,0.3335,0.365,High income,Middle East & North Africa,7180100
Italy,ITA,2007,1,,,0.557,0.392666667,0.5,0.421,High income,Europe & Central Asia,58438310
Jamaica,JAM,2007,,,,0.531666667,0.529166667,1,0.7065,Upper middle income,Latin America & Caribbean,2768227
Japan,JPN,2007,1,,,0.428666667,0.438833333,1,0.4925,High income,East Asia & Pacific,128001000
Jordan,JOR,2007,,,,0.610166667,0.5625,1,0.6505,Upper middle income,Middle East & North Africa,6255280
Kazakhstan,KAZ,2007,,,,0.725166667,0.602333333,1,0.595,Upper middle income,Europe & Central Asia,15484192
Kenya,KEN,2007,,,,0.728666667,0.570833333,1,0.597,Lower middle income,Sub-Saharan Africa,38705932
Kiribati,KIR,2007,,,,0.480666667,0.376333333,0.4165,0.4165,Lower middle income,East Asia & Pacific,96527
"Korea, Dem. People’s Rep.",PRK,2007,,,,0.408333333,0.408333333,0.5,0.261,Low income,East Asia & Pacific,24188331
"Korea, Rep.",KOR,2007,1,,,0.587333333,0.534,1,0.452,High income,East Asia & Pacific,48683638
Kosovo,XKX,2007,,,,,,,,Upper middle income,Europe & Central Asia,1733404
Kuwait,KWT,2007,,,,0.466833333,0.432833333,0.25,0.365,High income,Middle East & North Africa,2504019
Kyrgyz Republic,KGZ,2007,,,,0.7345,0.562833333,1,0.5555,Lower middle income,Europe & Central Asia,5268400
Lao PDR,LAO,2007,,,,0.621,0.4875,1,0.5,Lower middle income,East Asia & Pacific,5944948
Latvia,LVA,2007,1,,,0.538333333,0.392666667,0.25,0.238,High income,Europe & Central Asia,2200325
Lebanon,LBN,2007,,,,0.6175,0.515666667,1,0.595,Upper middle income,Middle East & North Africa,4767344
Lesotho,LSO,2007,,,,0.5215,0.477166667,0.5,0.5415,Lower middle income,Sub-Saharan Africa,1986922
Liberia,LBR,2007,,,,0.573,0.376333333,0.5,0.606,Low income,Sub-Saharan Africa,3461911
Libya,LBY,2007,,,,0.4105,0.345333333,0.5,0.3665,Upper middle income,Middle East & North Africa,5974787
Liechtenstein,LIE,2007,,,,0.200333333,0.166666667,0.3335,0.1665,High income,Europe & Central Asia,35217
Lithuania,LTU,2007,1,,,0.538333333,0.392666667,0.25,0.3495,High income,Europe & Central Asia,3231294
Luxembourg,LUX,2007,1,,,0.473833333,0.411166667,0.25,0.365,High income,Europe & Central Asia,479993
"Macao SAR, China",MAC,2007,,,,0.159166667,0.201833333,0.25,0.3255,High income,East Asia & Pacific,504511
Madagascar,MDG,2007,,,,0.620333333,0.566166667,1,0.5415,Low income,Sub-Saharan Africa,19433530
Malawi,MWI,2007,,,,0.673833333,0.512,1,0.4665,Low income,Sub-Saharan Africa,13341806
Malaysia,MYS,2007,,,,0.692,0.543,1,0.5235,Upper middle income,East Asia & Pacific,26720370
Maldives,MDV,2007,,,,0.548666667,0.441166667,0.9165,0.5395,Upper middle income,South Asia,335169
Mali,MLI,2007,,,,0.648333333,0.523666667,0.9165,0.597,Low income,Sub-Saharan Africa,13651464
Malta,MLT,2007,,,,0.480166667,0.317666667,0.25,0.3495,High income,Middle East & North Africa,406724
Marshall Islands,MHL,2007,,,,0.293333333,0.4125,0.4165,0.261,Upper middle income,East Asia & Pacific,56051
Mauritania,MRT,2007,,,,0.529333333,0.395833333,0.5,0.4165,Lower middle income,Sub-Saharan Africa,3202517
Mauritius,MUS,2007,,,,0.641333333,0.559333333,1,0.7065,High income,Sub-Saharan Africa,1239630
Mexico,MEX,2007,,,,0.731833333,0.6265,1,0.6115,Upper middle income,Latin America & Caribbean,109170502
"Micronesia, Fed. Sts.",FSM,2007,,,,0.320166667,0.357833333,0.5,0.236,Lower middle income,East Asia & Pacific,104444
Moldova,MDA,2007,,,,0.708,0.343,0.5,0.6905,Lower middle income,Europe & Central Asia,2873429
Monaco,MCO,2007,,,,0.146333333,0.125,0.1665,0.222,High income,Europe & Central Asia,34525
Mongolia,MNG,2007,,,,0.695833333,0.561166667,1,0.578,Lower middle income,East Asia & Pacific,2593820
Montenegro,MNE,2007,,,,0.579333333,0.383333333,1,0.478,Upper middle income,Europe & Central Asia,615875
Morocco,MAR,2007,,,,0.721166667,0.552333333,1,0.595,Lower middle income,Middle East & North Africa,31163673
Mozambique,MOZ,2007,,,,0.493666667,0.5315,1,0.522,Low income,Sub-Saharan Africa,21673316
Myanmar,MMR,2007,,,,0.477833333,0.502833333,1,0.4665,Lower middle income,East Asia & Pacific,49621475
Namibia,NAM,2007,,,,0.593833333,0.395833333,0.5,0.5345,Upper middle income,Sub-Saharan Africa,2006514
Nauru,NRU,2007,,,,0.424,0.354166667,0.25,0.1945,High income,East Asia & Pacific,9842
Nepal,NPL,2007,,,,0.597166667,0.486166667,1,0.5415,Lower middle income,South Asia,26382581
Netherlands,NLD,2007,1,,,0.551833333,0.3525,0.4165,0.421,High income,Europe & Central Asia,16381696
New Caledonia,NCL,2007,,,,0.154666667,0.166666667,0.3335,0.0555,High income,East Asia & Pacific,239250
New Zealand,NZL,2007,1,,,0.4895,0.4055,1,0.4925,High income,East Asia & Pacific,4223800
Nicaragua,NIC,2007,,,,0.714666667,0.529166667,1,0.7065,Lower middle income,Latin America & Caribbean,5590055
Niger,NER,2007,,,,0.5915,0.5625,1,0.5,Low income,Sub-Saharan Africa,14685399
Nigeria,NGA,2007,,,,0.538,0.4375,0.5,0.597,Lower middle income,Sub-Saharan Africa,146339977
North Macedonia,MKD,2007,,,,0.611666667,0.3375,0.5,0.472,Upper middle income,Europe & Central Asia,2065426
Northern Mariana Islands,MNP,2007,,,,0.103,0.033333333,0.3335,0.0415,High income,East Asia & Pacific,55219
Norway,NOR,2007,1,,,0.568833333,0.333333333,0.5,0.4925,High income,Europe & Central Asia,4709153
Oman,OMN,2007,,,,0.480666667,0.364333333,0.5,0.3965,High income,Middle East & North Africa,2657158
Pakistan,PAK,2007,,,,0.678,0.570833333,1,0.597,Lower middle income,South Asia,167808105
Palau,PLW,2007,,,,0.325,0.354166667,0.4165,0.311,High income,East Asia & Pacific,19158
Panama,PAN,2007,,,,0.598833333,0.565333333,1,0.5,High income,Latin America & Caribbean,3453675
Papua New Guinea,PNG,2007,,,,0.4765,0.441166667,1,0.4665,Lower middle income,East Asia & Pacific,6808514
Paraguay,PRY,2007,,,,0.696,0.582,1,0.762,Upper middle income,Latin America & Caribbean,5998427
Peru,PER,2007,,,,0.727166667,0.587166667,1,0.7065,Upper middle income,Latin America & Caribbean,28333052
Philippines,PHL,2007,,,,0.639166667,0.589333333,1,0.7065,Lower middle income,East Asia & Pacific,89405482
Poland,POL,2007,1,,,0.580833333,0.334,0.3335,0.421,High income,Europe & Central Asia,38120560
Portugal,PRT,2007,1,,,0.546666667,0.359333333,0.5,0.365,High income,Europe & Central Asia,10542964
Puerto Rico,PRI,2007,,,,0.145833333,0.2,0.3335,0.2165,High income,Latin America & Caribbean,3782995
Qatar,QAT,2007,,,,0.381,0.366166667,0.25,0.421,High income,Middle East & North Africa,1218434
Romania,ROU,2007,,,,0.5685,0.358333333,0.8335,0.4925,High income,Europe & Central Asia,20882982
Russian Federation,RUS,2007,,,,0.4895,0.262,0.3335,0.5075,Upper middle income,Europe & Central Asia,142805114
Rwanda,RWA,2007,,,,0.520666667,0.357833333,0.5,0.4665,Low income,Sub-Saharan Africa,9273757
Samoa,WSM,2007,,,,0.388,0.427333333,1,0.5,Upper middle income,East Asia & Pacific,182046
San Marino,SMR,2007,,,,0.184,0.120833333,0.1665,0.1665,High income,Europe & Central Asia,30063
Sao Tome and Principe,STP,2007,,,,0.476166667,0.375,0.5,0.597,Lower middle income,Sub-Saharan Africa,166300
Saudi Arabia,SAU,2007,,,,0.476166667,0.401833333,0.5,0.333,High income,Middle East & North Africa,25184597
Senegal,SEN,2007,,,,0.6025,0.5625,1,0.5555,Lower middle income,Sub-Saharan Africa,11687080
Serbia,SRB,2007,,,,0.6795,0.404166667,1,0.528,Upper middle income,Europe & Central Asia,7381579
Seychelles,SYC,2007,,,,0.483166667,0.482833333,1,0.5,High income,Sub-Saharan Africa,85033
Sierra Leone,SLE,2007,,,,0.491666667,0.465333333,1,0.5555,Low income,Sub-Saharan Africa,5989633
Singapore,SGP,2007,1,,,0.3625,0.3905,0.25,0.421,High income,East Asia & Pacific,4588599
Sint Maarten (Dutch part),SXM,2007,,,,0.041666667,0.05,0.25,0,High income,Latin America & Caribbean,33811
Slovak Republic,SVK,2007,1,,,0.538333333,0.334,0.3335,0.365,High income,Europe & Central Asia,5374622
Slovenia,SVN,2007,1,,,0.566166667,0.435833333,0.8335,0.421,High income,Europe & Central Asia,2018122
Solomon Islands,SLB,2007,,,,0.5125,0.441166667,1,0.5,Lower middle income,East Asia & Pacific,492132
Somalia,SOM,2007,,,,0.4105,0.320833333,0.5,0.3165,Low income,Sub-Saharan Africa,11080121
South Africa,ZAF,2007,,,,0.712,0.459666667,0.5,0.7065,Upper middle income,Sub-Saharan Africa,49119759
South Sudan,SSD,2007,,,,0.1075,0.254166667,0.3335,0.111,Low income,Sub-Saharan Africa,8315139
Spain,ESP,2007,1,,,0.555833333,0.442666667,1,0.365,High income,Europe & Central Asia,45226803
Sri Lanka,LKA,2007,,,,0.694666667,0.579166667,1,0.6505,Lower middle income,South Asia,19842044
St. Kitts and Nevis,KNA,2007,,,,0.249833333,0.422666667,0.75,0.579,High income,Latin America & Caribbean,47769
St. Lucia,LCA,2007,,,,0.464333333,0.489833333,1,0.6505,Upper middle income,Latin America & Caribbean,167639
St. Martin (French part),MAF,2007,,,,0,0.116666667,0.0835,0,High income,Latin America & Caribbean,36137
St. Vincent and the Grenadines,VCT,2007,,,,0.423333333,0.454166667,1,0.6505,Upper middle income,Latin America & Caribbean,108518
Sudan,SDN,2007,,,,0.355333333,0.482833333,1,0.4665,Low income,Sub-Saharan Africa,32360621
Suriname,SUR,2007,,,,0.4495,0.378666667,0.5,0.452,Upper middle income,Latin America & Caribbean,511181
Sweden,SWE,2007,1,,,0.545333333,0.435833333,1,0.365,High income,Europe & Central Asia,9148092
Switzerland,CHE,2007,1,,,0.608666667,0.435833333,1,0.4925,High income,Europe & Central Asia,7551117
Syrian Arab Republic,SYR,2007,,,,0.603833333,0.566166667,1,0.5,Low income,Middle East & North Africa,19878254
"Taiwan, China",TWN,2007,,,,,,,,High income,East Asia & Pacific,
Tajikistan,TJK,2007,,,,0.500666667,0.416666667,0.5,0.522,Low income,Europe & Central Asia,7062672
Tanzania,TZA,2007,,,,0.677166667,0.5445,1,0.472,Lower middle income,Sub-Saharan Africa,40681414
Thailand,THA,2007,,,,0.628666667,0.438833333,0.5,0.7065,Upper middle income,East Asia & Pacific,66182067
Timor-Leste,TLS,2007,,,,0.481166667,0.4375,1,0.439,Lower middle income,East Asia & Pacific,1036392
Togo,TGO,2007,,,,0.555833333,0.595833333,1,0.5415,Low income,Sub-Saharan Africa,5920359
Tonga,TON,2007,,,,0.2785,0.441166667,1,0.5555,Upper middle income,East Asia & Pacific,102581
Trinidad and Tobago,TTO,2007,,,,0.531666667,0.472166667,1,0.5635,High income,Latin America & Caribbean,1308451
Tunisia,TUN,2007,,,,0.728166667,0.584666667,1,0.5395,Lower middle income,Middle East & North Africa,10304726
Turkey,TUR,2007,,,,0.739166667,0.596833333,1,0.6115,Upper middle income,Europe & Central Asia,69581848
Turkmenistan,TKM,2007,,,,0.457,0.375,0.5,0.261,Upper middle income,Europe & Central Asia,4870141
Turks and Caicos Islands,TCA,2007,,,,0.0475,0.229166667,0.25,0.097,High income,Latin America & Caribbean,30385
Tuvalu,TUV,2007,,,,0.414333333,0.354166667,0.3335,0.3165,Upper middle income,East Asia & Pacific,10221
Uganda,UGA,2007,,,,0.6795,0.508333333,1,0.5345,Low income,Sub-Saharan Africa,29486338
Ukraine,UKR,2007,,,,0.7235,0.4055,1,0.646,Lower middle income,Europe & Central Asia,46509355
United Arab Emirates,ARE,2007,,,,0.316833333,0.339333333,0.1665,0.222,High income,Middle East & North Africa,6168838
United Kingdom,GBR,2007,1,,,0.545333333,0.416666667,1,0.254,High income,Europe & Central Asia,61322463
United States,USA,2007,1,,,0.5505,0.3525,0.5,0.4925,High income,North America,301231207
Uruguay,URY,2007,,,,0.738166667,0.55,0.9165,0.4925,High income,Latin America & Caribbean,3331749
Uzbekistan,UZB,2007,,,,0.468,0.420333333,0.5,0.3885,Lower middle income,Europe & Central Asia,26868000
Vanuatu,VUT,2007,,,,0.421666667,0.441166667,1,0.4445,Lower middle income,East Asia & Pacific,219472
"Venezuela, RB",VEN,2007,,,,0.594166667,0.582,1,0.556,Upper middle income,Latin America & Caribbean,27247610
Vietnam,VNM,2007,,,,0.596166667,0.540333333,1,0.5235,Lower middle income,East Asia & Pacific,85419591
Virgin Islands (U.S.),VIR,2007,,,,0.009833333,0.170833333,0.25,0.0555,High income,Latin America & Caribbean,108339
West Bank and Gaza,PSE,2007,,,,0.5645,0.441666667,1,0.3335,Lower middle income,Middle East & North Africa,3494496
"Yemen, Rep.",YEM,2007,,,,0.569,0.486166667,1,0.361,Low income,Middle East & North Africa,21282515
Zambia,ZMB,2007,,,,0.582333333,0.519666667,1,0.579,Lower middle income,Sub-Saharan Africa,12502958
Zimbabwe,ZWE,2007,,,,0.5095,0.468,0.5,0.333,Lower middle income,Sub-Saharan Africa,12255922
Afghanistan,AFG,2006,,,,0.403833333,0.481833333,0.5,0.5075,Low income,South Asia,26433049
Albania,ALB,2006,,,,0.712333333,0.4865,1,0.5905,Upper middle income,Europe & Central Asia,2992547
Algeria,DZA,2006,,,,0.528833333,0.628333333,0.5,0.595,Lower middle income,Middle East & North Africa,33641002
American Samoa,ASM,2006,,,,0.103,0.191666667,0.3335,0.097,Upper middle income,East Asia & Pacific,59107
Andorra,AND,2006,,,,0.222666667,0.158333333,0.3335,0.222,High income,Europe & Central Asia,80993
Angola,AGO,2006,,,,0.452833333,0.628833333,1,0.5345,Lower middle income,Sub-Saharan Africa,20149901
Antigua and Barbuda,ATG,2006,,,,0.275,0.556,0.75,0.452,High income,Latin America & Caribbean,82704
Argentina,ARG,2006,,,,0.7735,0.746833333,1,0.653,Upper middle income,Latin America & Caribbean,39289878
Armenia,ARM,2006,,,,0.685166667,0.5325,0.5,0.653,Upper middle income,Europe & Central Asia,2958307
Aruba,ABW,2006,,,,0.116833333,0.233333333,0.25,0.222,High income,Latin America & Caribbean,100834
Australia,AUS,2006,1,,,0.584333333,0.487833333,0.5,0.4655,High income,East Asia & Pacific,20697900
Austria,AUT,2006,1,,,0.545333333,0.608166667,1,0.365,High income,Europe & Central Asia,8268641
Azerbaijan,AZE,2006,,,,0.708,0.560333333,0.5,0.6615,Upper middle income,Europe & Central Asia,8484550
